Protocol,Packet Type,Traffic Type,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Source IP FirstOctet,Destination IP FirstOctet,City,Region,Browser,Operating System,Anomaly Score Category,Packet Length Category
0,1,2,0,0,2,1,1,0,3,141,184,20,0,1,0,1
0,0,2,1,0,0,0,2,1,15,39,161,14,1,1,0,1
2,0,1,2,1,2,1,1,0,151,41,140,7,1,3,1,0
0,0,1,2,1,1,0,2,1,186,66,18,22,0,1,2,1
2,0,0,0,1,1,0,0,0,209,143,4,4,0,2,2,3
1,0,2,1,0,0,1,0,0,62,80,146,13,0,2,3,0
1,0,0,0,1,0,0,2,0,212,119,302,17,0,2,0,2
1,0,2,2,0,2,0,2,0,193,48,203,17,0,2,1,0
1,1,0,2,1,1,2,0,0,21,82,211,18,1,1,0,0
1,1,2,2,0,0,2,2,0,211,115,175,12,0,3,2,1
0,0,2,0,1,1,1,1,1,176,108,91,0,0,2,2,3
0,0,2,1,0,1,1,0,1,94,220,219,21,1,3,0,3
2,0,0,2,1,1,0,0,1,139,48,144,1,0,2,1,0
2,1,0,0,0,2,0,2,0,52,223,305,27,1,1,2,3
0,0,1,0,1,0,0,1,0,11,223,224,20,0,2,2,0
2,0,1,0,1,2,1,0,0,76,181,213,22,0,1,2,1
2,0,2,2,0,2,0,2,1,200,68,78,14,0,2,2,0
2,0,0,1,0,1,2,2,0,146,8,32,18,0,0,3,0
1,0,2,0,0,0,1,2,1,142,174,8,18,1,3,2,3
2,1,0,1,0,2,1,2,1,210,169,21,11,0,3,1,2
0,1,1,0,0,2,2,1,0,192,16,68,27,1,1,2,3
0,1,1,1,0,2,2,2,1,57,46,110,23,1,1,2,2
2,1,2,0,0,2,1,2,0,145,43,41,12,0,2,1,2
1,1,2,1,1,1,0,2,1,156,119,296,20,0,1,2,0
0,1,0,0,1,0,1,0,0,210,119,110,6,1,3,2,3
1,1,1,0,1,0,0,2,0,43,81,251,10,0,3,3,0
2,0,0,2,0,2,0,1,0,125,27,156,7,0,3,1,0
1,0,0,2,1,0,2,0,1,124,20,260,24,0,3,2,0
2,1,2,1,0,0,0,1,0,83,180,159,22,0,2,0,2
0,0,2,2,1,0,1,2,1,43,86,229,18,1,3,0,0
0,0,2,2,1,2,2,2,1,162,16,120,14,0,2,3,2
2,1,2,2,0,0,1,1,0,145,160,99,13,0,3,1,2
0,1,0,1,0,1,1,1,0,204,100,93,24,0,2,2,0
1,1,1,0,0,1,2,0,0,62,59,310,25,0,1,1,0
2,1,0,0,0,0,2,1,1,156,186,91,11,0,3,1,1
2,0,2,2,0,2,1,1,1,16,47,277,8,0,0,2,1
1,0,0,0,0,1,1,0,1,16,169,47,24,0,3,1,1
2,1,2,2,1,0,2,0,1,41,92,55,17,1,1,3,3
2,1,2,1,1,2,0,0,0,132,189,43,17,0,1,3,0
1,0,2,1,0,0,2,1,0,214,96,225,14,1,3,3,2
2,1,1,1,1,2,2,1,0,66,192,19,7,1,3,3,0
0,1,2,2,0,0,1,0,0,128,181,280,21,0,2,1,0
2,0,1,1,1,0,0,1,1,3,9,2,22,1,1,2,1
2,1,1,1,1,0,0,2,1,24,89,60,2,0,1,2,3
1,0,2,1,1,2,0,2,1,219,133,173,16,0,3,1,2
1,0,2,0,0,2,0,1,1,163,132,147,25,0,3,3,3
1,0,0,1,0,2,1,1,1,35,193,229,13,1,1,1,0
0,1,2,1,0,0,2,1,1,17,148,50,19,0,3,0,2
2,0,0,1,0,0,2,0,0,144,138,88,8,1,3,1,0
0,0,1,1,1,2,2,1,0,43,61,199,9,0,3,0,1
0,1,0,2,1,2,0,1,0,222,143,276,26,1,1,1,3
1,0,2,2,0,0,0,1,1,190,173,86,12,0,2,1,2
2,0,1,2,1,0,2,0,0,187,98,162,4,0,2,3,1
0,1,1,1,0,1,1,0,0,137,24,129,19,0,2,0,3
2,0,1,2,0,1,1,2,1,51,146,304,27,1,1,0,3
0,0,1,2,0,0,2,1,1,223,150,111,22,0,3,0,2
0,0,0,1,0,1,0,2,1,172,54,306,12,0,2,0,1
2,0,2,1,0,1,2,0,0,222,113,19,27,0,3,2,3
0,1,0,2,1,1,2,0,0,79,6,254,25,1,1,3,0
0,0,1,0,0,1,1,2,1,193,65,29,7,0,1,3,3
2,1,0,2,0,2,1,1,0,35,4,194,16,0,3,3,1
2,1,2,1,1,1,0,0,0,41,54,241,6,0,2,2,3
2,0,0,1,0,1,0,0,0,97,41,178,11,1,3,1,2
1,0,2,0,1,2,0,1,0,123,1,63,24,1,1,3,1
1,0,1,2,0,2,2,1,0,90,212,23,0,0,3,0,0
2,0,1,0,0,2,2,2,0,208,90,20,8,0,2,3,1
2,1,0,0,0,2,2,2,1,90,91,80,3,0,3,3,0
2,1,1,1,1,2,1,1,1,31,22,189,6,0,2,2,0
1,0,2,1,0,1,2,1,0,158,49,219,6,0,2,3,1
1,0,2,2,0,1,1,2,1,17,15,267,0,1,3,0,3
2,1,2,1,1,0,2,1,1,199,203,113,4,0,1,3,3
2,0,1,2,1,2,2,1,0,95,189,277,25,0,3,2,1
2,0,0,0,0,0,0,0,0,40,112,146,26,0,2,2,0
0,1,1,0,0,1,0,2,1,207,136,293,20,0,3,3,3
0,0,2,1,1,0,1,0,0,171,95,315,11,0,3,0,0
0,1,2,0,1,0,0,2,0,109,8,66,15,0,3,3,3
0,1,0,0,1,2,1,0,1,199,67,167,4,0,3,3,0
2,1,2,1,0,1,0,0,1,48,112,51,4,0,1,3,0
0,0,1,0,1,0,0,1,1,167,169,179,3,0,3,3,1
0,0,2,1,0,2,1,0,1,173,55,279,22,0,3,3,3
2,0,0,1,1,2,2,1,0,57,32,1,22,0,2,3,1
2,0,1,1,0,2,2,2,0,182,214,305,13,0,3,2,1
2,0,2,1,1,1,1,0,1,113,46,200,21,0,2,2,1
0,1,1,0,0,1,1,1,0,19,180,26,26,0,2,1,0
2,1,2,0,1,1,2,1,0,70,192,171,11,0,3,0,0
2,1,2,0,0,1,0,1,1,102,42,230,25,0,3,1,3
1,1,1,2,1,0,0,1,1,136,191,262,20,0,3,3,1
0,1,1,0,1,1,2,2,1,14,70,36,4,0,2,3,3
1,1,1,0,1,2,1,0,1,184,26,24,16,0,3,2,3
1,1,2,0,1,1,0,2,1,183,81,195,22,1,1,2,0
0,1,0,1,0,2,0,0,0,106,154,220,1,0,0,1,0
0,1,1,1,1,1,0,0,0,54,53,223,0,0,2,1,1
0,0,0,0,0,2,0,1,0,112,153,0,22,1,3,1,2
0,0,0,0,0,2,1,2,0,107,107,19,17,0,2,3,3
2,0,0,2,1,0,0,0,0,13,7,125,20,0,2,3,1
1,1,1,2,0,1,2,0,0,76,140,180,13,1,3,3,0
2,1,0,0,1,2,1,0,1,167,39,282,14,0,2,1,1
2,0,2,2,1,1,1,2,0,55,2,63,11,0,3,0,2
1,1,1,2,1,0,2,0,1,55,57,166,16,0,1,3,2
1,0,0,2,1,2,1,0,1,37,173,102,17,0,2,3,0
1,0,0,2,1,1,2,1,0,176,174,75,4,0,3,2,3
2,1,2,0,1,1,2,2,1,222,180,71,23,0,2,2,1
0,0,1,0,1,0,2,1,0,111,78,0,11,0,1,0,0
1,0,2,2,1,1,0,1,1,70,169,16,0,0,3,3,1
0,0,0,0,1,2,0,0,1,100,161,305,25,0,3,3,3
1,0,0,0,1,2,1,2,0,193,191,180,12,0,1,2,0
0,0,2,2,1,2,2,0,0,121,200,183,27,1,1,3,3
0,0,2,0,0,0,0,1,0,169,123,249,5,0,3,2,1
2,1,0,2,0,1,2,0,1,28,42,303,15,1,3,2,1
0,1,0,1,0,0,2,2,0,57,190,65,9,0,1,0,1
0,0,0,0,0,2,1,0,0,141,216,267,12,0,3,1,0
1,1,0,0,1,2,1,0,0,148,214,168,24,0,3,0,3
2,1,1,2,0,2,2,2,1,18,193,275,13,0,3,1,1
1,1,2,1,1,0,1,2,1,111,42,162,12,0,2,2,0
1,0,2,2,0,1,2,2,1,112,178,6,4,0,3,1,0
0,1,2,2,1,0,2,0,1,122,20,250,22,0,2,1,1
2,0,1,0,0,1,1,1,1,201,171,197,17,0,1,0,3
2,0,1,2,1,1,1,1,1,70,107,87,25,0,3,3,3
2,0,2,2,0,0,2,0,1,4,29,215,17,0,2,0,3
0,0,0,0,1,0,1,0,1,166,182,37,24,0,2,3,1
2,0,1,1,0,2,0,0,1,150,82,211,6,1,1,0,0
0,0,2,0,1,2,0,1,0,54,196,80,1,0,2,1,1
2,1,2,2,0,0,2,0,1,218,45,54,19,1,3,0,2
0,0,0,1,1,2,1,1,1,77,201,213,19,0,2,2,0
1,1,1,1,0,0,1,0,1,82,90,58,4,0,3,2,1
0,0,2,0,0,0,0,0,0,158,176,160,25,0,1,0,0
0,1,0,1,0,2,1,0,1,13,101,204,9,1,1,2,0
2,1,0,1,1,2,2,0,0,153,74,247,4,0,3,1,2
0,0,1,2,1,1,1,2,1,110,47,193,15,0,1,2,0
0,0,2,2,1,1,0,1,0,27,80,298,22,0,3,3,3
0,1,0,0,0,0,2,0,1,59,27,66,27,0,2,1,1
2,0,1,2,0,1,2,0,1,65,124,88,16,0,1,1,2
1,0,1,2,1,2,1,0,0,183,114,288,13,1,3,3,1
0,0,0,2,0,0,0,1,0,112,64,225,4,0,1,0,0
1,1,0,2,1,0,1,1,1,138,47,312,26,1,1,3,1
0,0,1,1,0,1,0,0,0,105,72,191,23,0,2,2,2
0,0,2,1,1,1,1,2,1,211,90,305,16,0,3,2,0
1,0,1,2,0,2,2,2,0,149,76,229,11,1,3,0,2
0,1,0,2,0,1,0,0,0,218,130,37,3,1,1,0,1
2,1,2,0,1,0,0,2,0,204,112,18,0,0,2,0,2
2,1,2,2,1,2,1,2,1,190,194,293,5,0,2,0,1
1,1,0,1,1,0,2,1,1,17,216,55,9,0,0,1,3
0,1,1,0,0,0,2,0,0,20,189,23,8,0,2,2,1
0,1,0,1,0,2,0,0,1,220,12,0,10,0,3,3,3
0,0,2,0,0,0,2,0,0,64,92,71,6,0,3,2,3
0,0,1,0,1,1,1,2,1,98,166,14,15,1,1,2,1
0,0,2,1,0,1,2,1,1,202,57,248,4,1,3,1,1
1,1,2,1,0,0,1,1,0,85,112,219,22,0,2,3,2
0,0,0,2,0,1,2,0,0,85,185,197,0,0,3,2,0
0,0,2,1,0,1,2,1,0,160,70,13,8,0,2,2,1
1,0,2,2,0,0,2,1,0,155,73,231,23,0,3,1,0
1,1,0,1,1,2,2,1,0,33,4,7,8,0,3,1,1
0,0,1,0,1,0,0,0,0,84,50,228,27,0,3,3,1
2,1,2,1,1,2,0,0,1,131,35,305,22,0,2,3,1
0,0,1,0,0,2,1,0,1,55,161,294,27,0,2,0,2
2,1,1,1,1,2,0,1,1,86,161,222,6,0,2,3,0
1,0,1,0,0,1,1,0,1,159,20,137,22,0,2,2,0
0,0,0,2,1,1,2,0,0,13,68,19,27,0,2,0,0
0,0,0,2,0,2,1,1,1,30,101,69,19,1,1,2,0
0,0,1,1,0,2,1,1,1,66,57,245,24,0,3,1,1
0,0,0,2,0,1,2,2,1,41,207,295,8,1,3,0,1
2,1,1,0,1,0,0,1,0,42,104,305,0,1,3,2,1
2,0,0,2,0,1,2,0,0,97,91,124,25,0,2,2,1
2,0,2,2,1,1,1,1,1,193,34,305,16,0,3,0,0
1,0,2,1,0,0,2,1,0,45,126,183,3,0,3,2,2
1,1,0,2,1,1,0,2,0,189,213,61,7,0,3,2,1
1,1,2,2,0,0,0,2,0,160,222,276,3,1,3,0,3
0,0,1,1,1,0,2,2,1,23,216,123,12,0,3,2,1
0,1,1,0,1,2,2,1,0,28,178,203,5,1,1,0,2
2,0,2,0,1,1,2,2,1,140,148,280,27,0,0,1,3
1,0,1,2,1,2,1,2,0,22,215,193,3,1,3,3,1
0,1,2,0,0,0,0,1,0,4,24,71,1,0,3,2,1
2,1,1,2,0,0,0,1,1,6,199,312,8,1,3,2,2
0,1,1,0,0,2,2,1,1,34,187,238,10,0,0,1,1
2,1,0,1,0,2,1,0,0,9,168,277,1,0,3,0,1
1,0,1,2,1,0,2,0,0,213,76,69,11,0,3,3,3
1,0,1,0,1,1,2,2,0,96,102,191,1,0,1,1,3
0,1,2,0,1,0,0,1,0,197,124,44,15,0,2,3,2
2,0,1,0,0,2,2,1,0,146,174,30,6,0,3,3,2
0,0,2,2,1,0,0,2,0,3,171,127,23,0,1,0,3
0,1,0,2,0,0,2,0,0,78,132,163,14,0,3,2,1
0,1,1,0,1,0,1,1,0,40,38,120,18,0,3,0,2
2,1,1,0,0,1,1,0,0,197,32,156,6,0,1,1,1
1,0,0,1,0,0,0,1,0,119,151,282,22,1,1,1,1
2,0,1,0,0,2,0,1,1,134,22,293,1,1,1,0,0
2,0,2,2,1,2,2,1,1,155,76,268,4,0,2,3,1
2,1,1,1,0,2,2,0,0,113,39,305,11,1,1,2,0
2,0,2,2,0,2,0,0,1,87,201,313,24,0,3,0,1
0,0,2,2,1,1,2,0,0,16,130,257,15,0,2,1,3
0,0,0,0,1,1,1,0,1,12,221,304,21,0,1,1,0
1,0,1,2,0,1,0,1,1,43,52,0,23,1,3,2,1
0,0,1,0,1,2,2,2,1,30,151,36,20,1,1,1,0
0,1,1,0,0,0,0,0,0,173,178,106,5,1,1,1,1
1,1,0,2,0,2,2,1,0,213,73,310,25,0,0,0,2
0,0,0,1,0,2,0,1,0,81,41,127,4,0,3,3,3
2,0,0,0,1,0,2,2,0,45,160,96,12,0,3,0,1
1,1,1,0,1,1,0,0,1,160,110,110,16,0,3,0,1
0,0,1,0,1,1,0,0,0,115,56,229,9,0,2,2,0
0,0,1,1,0,0,1,1,1,191,182,68,2,0,3,3,2
2,0,1,2,1,2,0,0,1,176,31,19,10,0,3,1,0
1,1,0,2,1,1,0,1,1,189,220,78,16,1,1,3,2
0,1,0,1,1,2,0,0,1,133,153,264,22,0,3,3,2
0,0,2,1,1,0,2,2,1,51,140,72,3,1,1,2,1
0,1,0,1,1,1,1,1,1,183,173,278,12,0,2,3,0
0,1,0,1,1,2,1,0,0,197,203,287,9,0,3,3,0
1,1,1,2,0,1,1,0,0,50,45,155,12,0,3,2,0
0,1,0,0,0,0,1,2,1,157,156,167,26,0,1,0,0
2,0,1,1,1,2,2,0,1,133,173,153,4,0,3,2,0
1,0,0,2,0,1,1,1,0,69,160,99,22,0,2,3,1
2,1,0,0,0,2,1,2,1,199,124,90,22,0,2,3,3
2,0,0,0,0,2,1,0,1,125,166,295,1,0,3,3,3
2,0,0,0,0,1,1,2,1,166,128,215,22,0,3,0,2
0,1,0,1,1,2,0,2,0,95,37,244,24,0,3,3,1
1,0,1,1,0,2,0,1,0,198,70,22,4,0,3,3,1
0,1,2,0,1,2,0,1,0,117,92,2,4,0,3,1,1
0,1,2,1,1,2,2,2,0,77,4,24,5,0,2,0,2
2,0,2,0,0,1,2,2,1,157,140,301,9,0,3,2,1
1,1,2,2,1,1,2,1,1,146,184,36,26,0,1,1,1
1,1,0,2,1,2,2,2,1,65,29,308,22,1,3,3,1
1,0,1,2,0,0,1,0,0,40,55,266,4,0,2,2,2
1,0,2,2,1,1,0,0,1,69,37,268,4,0,2,0,2
0,0,2,0,1,1,1,2,1,184,215,192,22,0,3,0,1
0,0,2,1,0,1,0,1,0,47,108,272,23,0,3,1,0
1,1,1,2,0,2,1,2,0,187,216,244,7,0,2,3,2
0,1,0,0,0,0,1,1,1,8,68,6,19,0,2,2,1
1,1,2,0,1,2,0,1,1,103,14,64,16,0,3,2,1
0,0,1,1,0,1,2,2,0,134,132,159,9,0,1,2,1
1,1,0,1,0,1,2,2,1,97,146,11,19,0,3,2,0
2,0,1,2,0,2,0,2,0,159,33,237,0,1,3,1,1
2,1,1,1,1,0,2,1,0,69,58,192,1,1,3,1,3
1,1,0,0,1,0,0,0,0,139,156,171,14,0,1,1,3
2,1,1,2,0,0,1,0,1,211,76,257,22,0,2,1,1
2,1,1,2,1,2,0,0,1,67,16,289,3,0,1,1,3
0,0,0,0,0,0,2,0,0,148,152,128,23,0,3,3,3
2,1,2,0,1,2,1,0,1,93,83,72,7,1,3,3,3
1,1,1,0,1,0,2,2,0,187,194,286,4,0,2,2,0
1,1,2,0,1,0,0,0,0,176,73,34,2,1,1,3,1
0,0,0,0,1,2,0,1,1,83,150,174,17,0,2,3,1
0,0,2,1,1,0,2,1,1,197,146,214,16,1,1,3,2
0,1,1,0,0,0,1,1,0,124,32,82,7,0,2,1,1
0,1,0,0,0,0,0,2,0,25,5,302,7,1,3,1,2
1,1,0,1,0,2,2,1,0,191,203,104,0,0,3,2,0
2,0,1,2,0,1,1,2,0,44,214,301,1,1,3,3,3
0,0,0,0,0,0,2,2,0,136,54,106,17,0,3,1,2
1,0,2,1,1,2,2,2,0,118,159,207,9,0,3,2,1
1,1,0,2,0,0,1,1,0,88,45,93,1,0,3,1,1
1,1,2,1,0,1,2,2,0,145,133,28,13,0,3,2,3
0,0,1,1,1,1,2,2,1,183,72,249,5,0,3,1,2
0,0,0,0,1,0,2,1,0,57,14,1,2,0,1,2,1
2,1,0,0,0,0,2,0,1,31,28,122,12,0,2,2,1
0,0,2,2,1,0,2,1,0,150,7,252,22,0,2,1,1
0,0,1,2,1,0,0,1,1,95,14,179,21,0,2,1,0
2,0,0,0,1,0,0,0,1,53,173,3,9,0,3,2,0
0,0,2,0,1,1,0,2,1,57,37,197,4,0,2,1,1
2,1,1,0,1,0,1,0,0,205,191,28,21,0,2,3,0
1,0,2,0,1,0,1,1,0,102,126,69,12,0,1,2,0
1,1,0,2,0,1,0,1,0,172,14,38,17,0,3,1,1
0,0,0,2,0,2,0,1,0,81,180,207,25,0,3,2,1
0,1,1,0,0,1,1,2,1,217,61,277,13,0,3,1,1
2,1,0,0,1,2,1,2,1,195,201,34,26,0,3,3,0
1,1,2,2,1,2,2,1,0,3,89,97,17,1,1,2,3
2,0,1,0,0,0,1,0,0,168,4,268,15,0,3,2,0
1,1,2,2,1,2,2,1,1,166,170,298,1,0,1,3,1
0,0,0,2,0,1,1,2,0,159,123,104,22,0,3,1,1
0,1,0,2,1,0,1,1,1,160,7,281,8,0,3,2,3
0,0,1,2,1,0,2,1,1,185,140,225,23,0,1,1,1
0,0,1,1,0,0,1,1,0,136,83,16,7,0,3,3,3
1,1,0,2,1,2,2,0,1,140,195,187,14,0,3,2,1
0,0,2,2,1,2,0,2,0,48,174,303,7,0,1,1,1
0,0,1,1,1,1,1,1,1,189,139,97,24,0,3,3,0
2,1,0,0,0,1,1,1,0,24,206,247,15,0,1,3,0
2,0,0,1,1,0,0,2,1,157,12,100,12,0,3,1,0
1,0,2,2,0,2,0,2,1,161,48,118,6,0,2,3,2
2,0,1,2,1,1,0,1,0,177,18,74,3,0,3,2,3
0,1,2,2,0,0,0,2,1,190,84,190,20,1,1,1,3
2,0,2,1,0,1,0,1,0,168,66,268,22,1,1,1,0
2,0,1,0,0,0,0,2,1,191,99,183,8,0,3,2,3
1,1,0,1,0,1,0,0,0,28,200,252,6,0,2,3,0
0,1,1,2,1,1,0,0,0,195,121,173,9,0,3,2,0
0,1,0,2,1,1,0,2,0,180,5,40,21,0,2,2,3
1,0,2,1,0,2,1,1,1,183,66,199,16,0,3,0,0
1,0,1,1,1,1,0,1,1,167,117,211,19,0,3,3,0
0,0,0,2,0,2,0,0,0,213,99,35,23,0,2,0,3
0,0,1,0,0,0,1,0,0,194,27,249,12,0,2,3,1
0,0,2,2,1,2,2,2,0,169,206,265,5,0,3,2,0
0,0,1,0,1,2,0,0,1,217,6,89,15,0,3,3,0
2,0,1,0,0,2,2,0,1,22,180,269,22,1,3,1,0
1,1,0,0,0,0,1,0,1,10,197,240,27,0,2,3,0
1,0,1,2,1,1,1,1,0,190,52,249,16,0,1,0,3
0,0,0,0,1,0,2,1,0,12,207,10,11,0,3,2,2
1,1,0,0,1,2,2,2,0,101,55,272,1,0,2,2,0
2,1,1,2,0,2,2,0,0,158,34,312,10,0,2,1,0
1,0,0,0,0,2,0,2,1,202,90,15,20,0,0,2,2
1,1,1,2,1,2,0,0,0,26,137,104,27,0,3,1,0
2,1,2,1,1,2,2,1,0,37,149,306,12,0,3,3,0
1,1,1,0,0,0,0,0,1,215,101,86,17,0,3,2,3
0,1,0,0,1,1,1,1,1,185,72,109,9,0,0,2,3
1,0,1,0,0,0,0,2,1,191,24,248,6,1,1,1,1
0,1,1,1,0,1,1,0,1,47,49,192,11,0,2,3,0
1,1,1,0,1,1,0,2,1,112,194,58,5,1,1,0,1
0,0,0,2,1,1,1,1,0,179,133,153,14,0,2,0,1
1,0,0,1,1,1,1,0,1,52,94,140,17,0,2,0,0
0,1,0,1,0,2,0,0,1,49,26,166,2,0,3,2,0
2,0,0,1,0,2,2,1,0,82,108,193,22,0,3,3,1
2,0,0,1,0,0,2,2,0,107,211,205,1,0,2,1,2
0,1,0,0,0,2,0,1,1,40,98,26,20,1,3,1,3
1,1,1,0,0,1,2,2,1,199,133,300,26,0,0,3,2
1,0,1,2,0,0,0,2,0,132,119,7,27,1,3,1,2
0,0,2,2,1,2,1,2,0,57,111,292,3,0,1,3,0
0,0,2,1,1,0,2,2,1,32,97,141,11,0,1,0,3
1,0,0,1,1,2,2,1,1,60,54,59,27,0,2,3,3
2,1,0,2,0,0,0,1,0,26,106,132,18,0,3,2,0
2,0,0,2,1,1,2,2,0,165,157,194,7,0,3,0,1
1,0,1,1,1,2,1,0,0,4,189,179,7,0,2,1,2
0,1,2,0,1,0,2,0,0,3,212,305,25,0,3,0,1
1,1,1,0,0,1,2,2,0,133,137,91,22,0,2,3,0
1,1,0,2,0,1,2,0,1,76,67,114,4,0,2,0,2
1,1,2,2,0,2,1,0,1,57,203,96,3,0,1,0,3
2,0,1,0,1,2,2,1,1,68,202,76,21,0,2,1,1
2,0,2,2,0,1,2,1,1,76,11,17,25,0,2,2,0
2,0,1,2,0,2,2,2,1,25,151,298,12,0,2,3,0
1,1,2,1,0,1,1,2,0,151,1,184,3,0,3,3,1
2,0,2,1,0,0,2,0,0,138,126,123,25,0,3,2,2
1,1,0,1,1,2,1,2,0,214,146,249,21,0,2,2,0
0,1,2,1,0,1,2,2,1,2,176,210,7,0,2,3,1
2,0,2,2,1,0,2,1,1,56,216,151,5,1,1,3,1
0,0,2,2,1,1,1,1,1,160,55,235,13,0,3,1,3
1,0,2,0,1,0,2,0,0,206,132,122,2,0,2,2,1
2,1,2,0,0,2,1,2,0,182,78,200,9,1,3,1,0
1,0,0,0,0,2,0,0,1,137,76,281,17,1,1,3,3
1,0,0,0,1,2,0,0,1,47,41,54,20,1,3,1,0
2,1,1,2,1,1,1,0,0,139,94,45,16,0,3,3,0
1,1,0,0,0,1,2,1,1,80,199,185,2,0,2,2,3
0,0,1,2,1,1,1,2,0,104,194,67,26,0,2,3,0
2,0,1,1,1,1,2,0,1,165,210,145,15,0,2,3,0
0,0,2,2,0,1,0,1,0,36,195,158,11,0,2,0,0
2,1,1,2,0,1,2,0,0,180,73,103,23,0,2,2,1
1,1,2,1,0,2,2,0,1,107,114,250,2,1,3,3,1
2,1,1,0,1,2,0,1,0,22,62,295,3,0,3,2,2
2,1,2,0,1,1,2,2,0,146,21,126,24,0,2,1,3
1,1,0,2,0,1,0,0,1,78,54,218,6,0,0,2,0
2,1,2,2,1,0,0,1,0,16,38,38,21,0,3,1,1
1,0,2,1,1,0,0,2,1,12,22,79,10,0,3,3,0
1,0,2,1,0,0,2,0,0,23,44,73,5,0,3,0,2
2,1,2,1,1,2,1,2,1,49,131,114,1,0,2,0,0
0,0,1,0,1,0,2,2,1,168,204,95,26,0,1,3,0
1,0,0,2,1,0,1,2,0,86,6,304,1,0,2,2,0
2,1,0,0,1,0,0,2,0,64,222,9,2,0,1,1,3
1,1,2,0,0,0,1,0,1,212,18,311,8,0,2,2,3
1,0,2,0,1,0,0,0,1,24,138,60,19,0,3,2,0
2,0,0,2,1,2,1,1,0,196,209,314,1,0,2,0,3
1,1,1,0,0,0,1,0,0,97,128,178,1,0,3,0,2
1,1,1,0,0,0,2,1,1,169,106,218,18,0,2,3,0
1,1,1,1,1,2,0,2,1,129,142,176,11,0,3,0,0
2,0,2,2,0,0,2,2,0,141,7,66,15,1,3,3,2
2,0,1,1,0,2,2,1,0,2,12,90,5,0,3,3,1
1,0,0,2,1,2,0,2,0,141,27,39,15,0,3,2,3
2,1,2,1,1,2,1,0,1,89,55,17,9,0,3,2,3
2,0,1,2,0,0,0,1,0,16,118,206,18,0,3,3,1
1,1,2,2,0,0,1,0,1,75,14,93,23,0,1,0,0
1,1,1,1,0,2,2,0,1,114,118,89,25,1,1,1,0
2,1,0,2,0,0,0,0,0,221,147,311,12,0,3,1,1
0,0,0,2,1,2,0,0,1,164,35,15,19,0,1,1,0
1,0,0,0,0,1,0,1,1,64,185,127,15,0,0,1,3
0,1,1,1,1,1,1,1,1,218,104,5,13,0,3,1,1
1,0,0,2,0,1,1,0,1,55,158,0,4,0,3,0,2
1,1,1,1,1,1,2,2,0,209,138,136,24,0,3,2,3
2,1,1,0,1,2,1,2,0,183,136,299,3,0,3,3,3
0,0,1,0,1,2,2,2,1,101,211,262,25,0,3,3,3
2,0,1,0,0,1,0,0,0,173,173,1,1,1,1,1,1
0,1,0,1,1,2,1,1,0,26,72,24,18,0,2,1,2
0,1,0,2,0,1,0,0,0,86,99,266,1,0,3,3,3
1,1,1,1,0,1,1,1,0,88,71,38,16,0,0,3,0
2,0,0,2,1,2,0,0,0,36,55,55,15,0,3,3,1
0,0,0,1,0,2,2,0,1,90,165,7,13,1,3,3,2
1,1,2,1,1,0,0,0,0,173,20,48,27,0,1,2,0
0,1,2,1,1,2,1,1,1,4,143,241,9,0,2,0,1
1,0,0,2,1,2,1,1,1,25,216,245,24,0,0,0,1
1,0,2,0,0,2,1,0,0,94,125,218,14,0,2,0,0
2,1,0,1,1,2,0,0,0,89,32,62,15,0,0,1,0
2,1,2,1,1,1,0,0,0,217,104,228,26,0,2,2,0
0,1,0,0,1,1,1,2,0,158,211,233,6,0,2,0,2
0,1,2,0,0,0,0,0,0,221,28,147,3,0,1,1,3
1,0,1,1,0,0,1,0,0,34,121,137,25,0,2,2,3
2,0,2,2,1,2,2,2,1,200,4,72,16,0,3,1,1
0,1,0,2,1,0,0,0,1,92,130,60,4,1,3,0,1
1,0,2,1,1,0,1,1,1,57,169,197,6,0,3,2,1
1,1,0,2,0,0,1,2,0,105,71,139,0,0,1,3,3
0,1,2,0,1,0,2,1,0,205,84,135,22,0,2,2,0
0,0,1,0,0,2,2,0,0,16,60,251,20,0,3,0,3
1,0,0,2,1,2,2,0,0,115,58,274,15,0,3,1,1
2,1,1,0,0,1,1,1,1,99,137,315,1,0,3,1,0
2,1,1,1,0,2,2,2,1,124,221,311,26,0,2,3,1
1,1,1,2,0,0,1,1,1,83,57,63,27,0,1,0,2
2,0,1,2,0,0,0,0,0,11,126,95,15,0,3,3,1
2,1,0,0,0,0,2,2,0,200,20,217,4,0,3,1,3
0,1,2,0,0,2,2,2,0,32,178,279,14,0,2,2,2
0,1,0,2,0,2,0,0,1,46,69,233,8,1,1,0,3
1,1,1,0,0,1,0,0,1,17,179,237,0,0,2,3,2
0,1,0,1,1,2,2,0,1,186,99,63,8,0,2,2,2
0,0,0,1,0,1,0,0,0,191,99,170,0,0,3,3,0
2,0,2,2,0,2,1,0,0,183,201,208,4,0,2,2,0
2,0,0,0,0,0,1,0,1,70,108,132,7,0,1,1,2
1,1,1,1,1,2,2,0,0,100,208,95,5,0,1,3,3
1,0,0,0,1,1,2,0,1,74,218,138,20,0,2,1,0
1,1,0,2,0,0,0,0,0,126,52,2,19,0,2,0,0
1,0,1,1,0,0,2,2,1,126,181,61,5,0,3,3,0
1,0,2,2,0,1,1,0,0,187,163,177,24,0,1,0,3
